server port,client port,Q1_IAT,Med_IAT,Min_IAT,Q3_IAT,Max_IAT,Var_IAT,Mean_IAT,Classes
80,49500,0.000001,0.000124,0.00016,0.233915,0.000463,26.763736,5.033385,WWW
80,59024,0.000009,0.000244,0.001082,0.072024,0.164575,0.315174,0.013379,WWW
80,57168,0.000192,0.000245,0.001391,0.07509,0.179463,0.18405,0.008074,WWW
80,40450,0.000218,0.000276,0.001688,0.071551,0.163899,0.226271,0.008332,WWW
80,37588,0.000081,0.000247,0.001425,0.073792,0.173071,0.211973,0.008521,WWW
80,50173,0.000106,0.000261,0.004508,1.036304,0.010262,18.394497,15.955555,WWW
80,53068,0.000061,0.000304,0.004024,0.07824,0.180027,0.304443,0.013173,WWW
80,15458,0.000221,0.000388,0.000804,0.062359,0.001546,0.282864,0.014978,WWW
80,41681,0.000214,0.000255,0.017435,0.082714,0.190594,0.193128,0.008821,WWW
80,56251,0.000117,0.000262,0.001629,0.069317,0.152754,0.168227,0.006655,WWW
80,49882,0.000076,0.00269,0.032184,0.924904,0.301102,7.979607,5.372973,WWW
80,48809,0.000001,0.000192,0.00129,0.056709,0.154131,0.156034,0.006077,WWW
80,40901,0.000215,0.000363,0.001407,0.034538,0.002377,0.170879,0.004979,WWW
80,46604,0.000024,0.000233,0.005601,0.887091,0.071062,13.656617,9.237704,WWW
80,49546,0.000001,0.000126,0.017495,0.572451,0.119146,6.497074,2.986421,WWW
80,51783,0.000106,0.000172,0.004891,0.306418,0.025233,5.300592,1.177179,WWW
80,52409,0.000025,0.00017,0.004178,0.491507,0.007654,10.888908,3.747065,WWW
80,42182,0,0.000046,0.00006,0.031831,0.000424,1.569572,0.025071,WWW
80,48908,0,0.00011,0.000472,0.032358,0.001389,1.401816,0.017378,WWW
80,24831,0.000001,0.000146,0.00128,0.040989,0.046363,0.202444,0.005197,WWW
80,41201,0.000178,0.000484,0.001321,0.032896,0.002791,0.159822,0.004464,WWW
80,11949,0.000001,0.000113,0.000297,0.060246,0.003164,0.331012,0.016632,WWW
80,50543,0.000215,0.00139,0.036024,0.14167,0.252401,0.515275,0.03336,WWW
80,54835,0.000041,0.00026,0.001543,0.073928,0.17049,0.183897,0.00779,WWW
80,48588,0.00018,0.00027,0.001535,0.068741,0.153572,0.271736,0.00999,WWW
80,42202,0.00019,0.000299,0.001899,0.071865,0.165457,0.244309,0.009186,WWW
80,50175,0.000031,0.000274,0.003949,1.000601,0.006151,18.920242,15.665577,WWW
80,41074,0.000097,0.000231,0.001952,0.072174,0.167738,0.223921,0.008401,WWW
80,26495,0.000001,0.000227,0.00102,0.193667,0.156975,1.832911,0.234708,WWW
80,51370,0.000103,0.000196,0.003947,0.898676,0.013941,30.324462,25.462568,WWW
80,52410,0.000001,0.000214,0.001373,0.06322,0.153495,0.196737,0.00791,WWW
80,51836,0,0.000049,0.000122,0.00809,0.000489,0.170657,0.001008,WWW
80,53172,0.000189,0.000644,0.004792,0.073529,0.154881,0.17262,0.007237,WWW
80,46149,0.000103,0.000208,0.004645,1.505799,0.026291,55.403208,78.52375,WWW
80,46050,0.000208,0.005924,0.018783,0.769579,0.631776,4.32155,2.066805,WWW
80,48180,0.000001,0.000255,0.000845,0.026913,0.005465,0.156736,0.003483,WWW
80,64502,0.000003,0.000112,0.000791,0.021115,0.001463,0.144624,0.002404,WWW
80,21597,0.000001,0.000327,0.000854,0.034588,0.050684,0.157398,0.003338,WWW
80,51538,0.000001,0.000422,0.005333,0.255256,0.010128,6.242595,1.250414,WWW
80,40495,0.000189,0.000265,0.002368,0.074198,0.170144,0.209464,0.008207,WWW
80,49407,0.000312,0.015068,0.087136,1.22666,0.458812,9.572833,9.844407,WWW
80,49470,0.000103,0.000202,0.004705,1.179792,0.015484,49.958859,53.108807,WWW
80,49881,0.00011,0.000238,0.00503,0.497975,0.069089,9.701722,3.588041,WWW
80,48592,0.000001,0.000049,0.000084,0.007965,0.00037,0.169496,0.00104,WWW
80,49535,0.000197,0.000436,0.001568,0.069376,0.153841,0.18208,0.006812,WWW
80,50745,0.000102,0.000361,0.004561,1.022339,0.011748,31.170343,25.158546,WWW
80,57760,0.000192,0.00032,0.001429,0.06951,0.156704,0.176,0.006838,WWW
80,51036,0.000105,0.000325,0.004219,1.695755,0.020814,30.372869,42.007464,WWW
80,56665,0.000012,0.000232,0.001381,0.069598,0.155698,0.189957,0.006992,WWW
80,41301,0.000001,0.000147,0.001521,0.068999,0.172826,0.215031,0.00921,WWW
80,49302,0.000108,0.000222,0.005812,0.625331,0.013826,16.738016,7.881529,WWW
80,21031,0.000043,0.000237,0.000479,0.033817,0.013334,0.144783,0.003967,WWW
80,48393,0.000102,0.000221,0.003358,0.276831,0.006389,7.532091,1.142523,WWW
80,57550,0.000073,0.000276,0.000994,0.031218,0.014158,0.164266,0.0036,WWW
80,1459,0.000168,0.000506,0.002597,0.063617,0.049933,0.291323,0.012789,WWW
80,52527,0.000001,0.000369,0.001371,0.031755,0.017922,0.158546,0.003641,WWW
80,49510,0,0.000115,0.000176,0.13137,0.001181,29.85196,2.469696,WWW
80,4376,0.000156,0.000574,0.002608,0.133811,0.11413,1.0195,0.100362,WWW
80,52181,0.000016,0.000218,0.007489,0.595257,1.298514,4.245723,1.154776,WWW
80,3374,0.000128,0.000274,0.001189,0.110476,0.044848,1.016852,0.084575,WWW
80,38475,0.000093,0.000357,0.001494,0.093597,0.136294,0.5601,0.032696,WWW
80,3412,0.000273,0.001087,0.001405,0.126184,0.108548,1.017538,0.090787,WWW
80,12145,0.000001,0.000065,0.000252,0.023721,0.001163,0.149733,0.003067,WWW
80,48679,0.000099,0.00017,0.003622,0.082909,0.006566,1.359108,0.069153,WWW
80,53139,0.000204,0.000292,0.016623,0.077397,0.165241,0.201241,0.007551,WWW
80,58248,0.000001,0.000219,0.00201,0.056167,0.137454,0.183596,0.006105,WWW
80,48978,0.000097,0.000163,0.004605,0.351941,0.010216,5.477227,1.073025,WWW
80,47643,0.000027,0.00016,0.003935,0.373505,0.009565,17.661028,5.474717,WWW
80,1425,0.000002,0.000721,0.014634,0.071297,0.104019,0.332775,0.010833,WWW
80,48454,0.000103,0.000156,0.000576,0.199807,0.01203,1.816045,0.261854,WWW
80,49079,0.000029,0.000197,0.004298,0.616988,0.013197,17.455066,8.232995,WWW
80,46078,0.000114,0.000293,0.004112,0.380429,0.032896,8.236145,2.233534,WWW
80,49545,0.000001,0.000108,0.00015,0.154112,0.000441,31.164676,3.191532,WWW
80,12716,0.000001,0.000054,0.000154,0.049119,0.000414,1.016014,0.024488,WWW
80,37550,0.000001,0.000221,0.001306,0.058423,0.149839,0.181763,0.006498,WWW
80,47651,0.000092,0.000402,0.0048,0.24672,0.194186,2.038623,0.297276,WWW
80,53830,0.000267,0.000352,0.005479,0.073081,0.155936,0.183875,0.00718,WWW
80,49066,0.000029,0.000341,0.003699,0.56047,0.024057,16.318748,7.180328,WWW
80,50746,0.000105,0.000162,0.005105,1.170465,0.009846,31.413112,28.884898,WWW
80,1495,0.000155,0.000385,0.002469,0.056667,0.026454,0.262964,0.011658,WWW
80,2986,0.000014,0.000188,0.000597,0.092905,0.056091,1.016201,0.063961,WWW
80,50342,0.000102,0.000364,0.00458,1.655159,0.008656,50.479251,73.06693,WWW
80,42443,0.000198,0.000286,0.00145,0.068845,0.154439,0.200483,0.007082,WWW
80,56136,0.000161,0.000317,0.001556,0.069038,0.152564,0.307906,0.012382,WWW
80,48444,0.000044,0.000274,0.00141,0.069603,0.154445,0.278749,0.010509,WWW
80,58675,0.000001,0.000202,0.000663,0.168843,0.162262,1.590989,0.176037,WWW
80,49089,0.000103,0.000397,0.005109,0.652886,0.025371,18.87583,10.140525,WWW
80,4511,0.000001,0.000121,0.000774,0.063651,0.050022,1.012864,0.035897,WWW
80,47895,0.000106,0.000221,0.003869,0.180151,0.019503,2.997993,0.380703,WWW
80,1048,0.000082,0.000345,0.001341,0.067852,0.058519,1.019426,0.038736,WWW
80,45963,0.000025,0.00036,0.004223,0.477639,0.008566,12.367245,4.491729,WWW
80,41633,0.000002,0.000236,0.001443,0.063451,0.162177,0.189488,0.00769,WWW
80,1443,0.000107,0.000652,0.001356,0.053212,0.042178,0.314002,0.009221,WWW
80,55692,0.000001,0.000261,0.001489,0.059599,0.154936,0.176763,0.006744,WWW
80,46159,0.000026,0.000389,0.003449,1.360877,0.011379,55.43591,73.069769,WWW
80,47911,0,0.000048,0.000079,0.00729,0.000471,0.154336,0.0008,WWW
80,48544,0.000101,0.000233,0.003963,0.204713,0.006755,1.829902,0.261026,WWW
80,42340,0.000001,0.000167,0.001458,0.059754,0.102437,0.282148,0.009514,WWW
80,48654,0.000098,0.000155,0.000469,0.080931,0.006511,1.582567,0.086817,WWW
80,59871,0.000083,0.00025,0.001522,0.069726,0.158254,0.255579,0.009302,WWW
80,56256,0.000179,0.001101,0.001409,0.07682,0.18508,0.290594,0.012745,WWW
80,33002,0.000001,0.000258,0.000768,0.270928,0.14639,3.103242,0.582981,WWW
80,48746,0.000017,0.000256,0.004547,0.294486,0.011066,5.72278,0.878961,WWW
80,41540,0,0.000049,0.000098,0.03306,0.0005,4.170659,0.102434,WWW
80,60514,0.000061,0.00029,0.001609,0.069396,0.153171,0.178469,0.006774,WWW
80,52356,0.000038,0.000295,0.001912,0.074382,0.175361,0.287044,0.011996,WWW
80,60576,0.000154,0.000531,0.00204,0.043338,0.037189,0.189653,0.006012,WWW
80,40646,0.000002,0.000051,0.000094,0.036993,0.014034,0.183441,0.005116,WWW
80,34325,0.000026,0.000252,0.001868,0.072002,0.160562,0.170474,0.007173,WWW
80,56618,0.000001,0.000162,0.001481,0.05902,0.098092,0.287538,0.009679,WWW
80,48979,0.000021,0.00016,0.005104,0.35055,0.018804,4.322742,0.827614,WWW
80,4538,0.000001,0.000274,0.001484,0.109702,0.037932,1.017264,0.08476,WWW
80,49508,0.000001,0.000117,0.000167,0.189191,0.005155,20.160534,2.790601,WWW
80,50568,0.000049,0.000158,0.003887,1.270808,0.020391,47.97402,56.059206,WWW
80,1426,0.000085,0.000231,0.001079,0.044871,0.040502,0.33368,0.007185,WWW
80,39509,0.000001,0.000208,0.001475,0.060898,0.150709,0.199132,0.007187,WWW
80,3595,0.000175,0.000362,0.013189,0.149818,0.14592,1.012515,0.108348,WWW
80,46103,0.00009,0.000442,0.004706,0.270092,0.010769,7.589335,1.597829,WWW
80,30720,0.000216,0.000452,0.020867,0.686627,0.325263,5.630511,2.321139,WWW
80,51886,0.000187,0.002238,0.043108,5.495607,0.504493,43.933256,210.035814,WWW
80,40120,0.000001,0.000239,0.001377,0.057429,0.131983,0.198546,0.00667,WWW
80,4170,0.000067,0.000235,0.001304,0.085745,0.050616,1.00684,0.056184,WWW
80,42786,0.000055,0.000235,0.001288,0.03346,0.026398,0.156107,0.003875,WWW
80,19111,0.00007,0.000175,0.000517,0.056177,0.001584,0.776052,0.023622,WWW
80,57142,0.000191,0.001392,0.001623,0.075991,0.179855,0.18401,0.008118,WWW
80,49117,0.000036,0.000216,0.003704,0.553849,0.008357,16.850973,6.87041,WWW
80,49379,0.000103,0.000213,0.004514,1.529701,0.008316,51.694977,74.053697,WWW
80,46019,0.000042,0.000449,0.003914,0.445703,0.032407,11.11016,3.65758,WWW
80,50337,0,0.000319,0.005885,1.029819,0.025713,24.61533,17.814277,WWW
80,45992,0.000104,0.000365,0.005061,0.515015,0.086205,14.255507,6.303158,WWW
80,49538,0.000001,0.000108,0.000162,0.201235,0.000528,22.996382,3.55737,WWW
80,4971,0.000115,0.000504,0.001345,0.069379,0.072767,1.014371,0.038411,WWW
80,43079,0.000186,0.000265,0.002617,0.369563,0.011518,3.147561,1.087659,WWW
80,46528,0.000019,0.000166,0.000437,0.277645,0.009003,15.009086,2.758565,WWW
80,48438,0.000102,0.000164,0.002047,0.254838,0.009206,5.687526,0.751973,WWW
80,49912,0.000083,0.000257,0.001396,0.068928,0.154413,0.285135,0.010891,WWW
80,50573,0.000115,0.000271,0.005017,1.571681,0.172873,32.022774,44.355917,WWW
80,39656,0.000036,0.000293,0.000907,0.031398,0.001398,0.161938,0.004034,WWW
80,48640,0.000105,0.000219,0.004976,0.263817,0.025146,1.707321,0.323935,WWW
80,52586,0.000001,0.000053,0.000224,0.048548,0.067861,0.187328,0.006701,WWW
80,27888,0.000001,0.000115,0.000311,0.572632,0.298916,7.289717,2.044411,WWW
80,48875,0.000093,0.000153,0.004571,0.198648,0.009234,1.49298,0.221648,WWW
80,49239,0.000178,0.000248,0.001564,0.068609,0.154401,0.163157,0.006515,WWW
80,46070,0.000102,0.000158,0.000432,0.464304,0.005481,30.01949,11.296267,WWW
80,50811,0.000092,0.000275,0.004363,1.400397,0.015567,40.760605,46.692736,WWW
80,1434,0.000002,0.00027,0.002205,0.052472,0.02837,0.285415,0.011263,WWW
80,49537,0.000001,0.000122,0.000293,0.104945,0.02584,4.212185,0.274997,WWW
80,52222,0.000051,0.00022,0.003984,0.392109,0.008306,3.666684,0.827235,WWW
80,43488,0.000033,0.000263,0.001264,0.037511,0.00376,0.184697,0.005849,WWW
80,49056,0.000001,0.000421,0.003626,0.612135,0.005848,16.089968,7.392782,WWW
80,60010,0.000189,0.000554,0.001489,0.069945,0.152712,0.175805,0.006804,WWW
80,52762,0.000062,0.000249,0.001436,0.076216,0.180269,0.246059,0.0099,WWW
80,64017,0.000184,0.00147,0.04032,0.09649,0.144558,0.284618,0.011583,WWW
80,51202,0.000022,0.000239,0.004335,1.019119,0.020676,22.105186,18.174353,WWW
80,48938,0.000001,0.000253,0.005418,0.493076,0.083244,6.230313,1.87938,WWW
80,48557,0.000105,0.000185,0.003363,0.100824,0.006977,1.484116,0.127259,WWW
80,52257,0.000093,0.000206,0.004852,0.781025,0.036285,16.354634,8.434036,WWW
80,48865,0.000001,0.000777,0.001616,0.034254,0.031234,0.154463,0.003706,WWW
80,17413,0.000003,0.000286,0.012368,0.193075,0.296386,1.329122,0.120015,WWW
80,56705,0.000001,0.000141,0.001198,0.060264,0.12961,0.243772,0.007889,WWW
80,44123,0.000099,0.000267,0.001936,0.032374,0.004222,0.158211,0.004231,WWW
80,51840,0.000003,0.000414,0.003714,0.409531,0.016244,8.28597,2.213421,WWW
80,51831,0.000092,0.000171,0.005172,0.260754,0.020977,3.560103,0.534587,WWW
80,49516,0.000364,0.00214,0.118799,1.908202,1.725011,8.463374,11.915427,WWW
80,48851,0.000099,0.000364,0.003469,0.205089,0.009214,2.975742,0.325864,WWW
80,48394,0.000106,0.000489,0.004198,0.417528,0.017974,7.525766,1.35555,WWW
80,48455,0.000049,0.000154,0.000845,0.176831,0.012523,2.792816,0.270301,WWW
80,51883,0.000001,0.000341,0.00518,1.724284,0.03521,50.113111,76.160774,WWW
80,16466,0.000001,0.000047,0.000135,0.223851,0.001878,10.67256,2.14288,WWW
80,60258,0.000176,0.000234,0.001675,0.069206,0.154163,0.288971,0.011138,WWW
80,49505,0.000001,0.000145,0.000269,0.27234,0.050291,10.863615,2.115693,WWW
80,40986,0.000226,0.000278,0.040872,0.276067,0.171597,1.794575,0.335776,WWW
80,52280,0.000101,0.000173,0.004388,0.932741,0.009348,26.971708,19.179575,WWW
80,50918,0.000174,0.000238,0.002203,0.068494,0.15323,0.278097,0.010492,WWW
80,60447,0.000001,0.000237,0.00079,0.043066,0.002697,0.454481,0.009334,WWW
80,39945,0.000065,0.000258,0.001146,0.031852,0.001459,0.146564,0.003826,WWW
80,44907,0.000001,0.000048,0.000064,0.008636,0.000343,0.184984,0.001205,WWW
80,49472,0.000081,0.000237,0.014092,0.07109,0.155444,0.220839,0.007627,WWW
80,48886,0.000001,0.000214,0.001333,0.059843,0.125855,0.242512,0.007897,WWW
80,49501,0.000001,0.000106,0.000154,0.10605,0.000415,6.866841,0.457771,WWW
80,51565,0.000001,0.000186,0.00484,0.308228,0.030148,6.469461,1.376683,WWW
80,1735,0.000001,0.000262,0.001439,0.109414,0.038554,1.013452,0.084091,WWW
80,48790,0.000353,0.003067,0.025953,0.886186,1.372712,4.8655,2.61937,WWW
80,51882,0.000002,0.000398,0.004029,1.97227,0.029595,48.558135,84.182056,WWW
80,33745,0.000069,0.000549,0.00292,0.040717,0.013035,0.190241,0.006177,WWW
80,17534,0.000001,0.000259,0.000814,0.039829,0.001349,0.314406,0.010234,WWW
80,48815,0.000002,0.000493,0.000568,0.085391,0.006515,4.008246,0.117467,WWW
80,38233,0.000001,0.000176,0.0033,0.064729,0.159538,0.194176,0.007999,WWW
80,49436,0.000001,0.000111,0.000153,0.782319,0.000425,121.322912,88.6996,WWW
80,48673,0.000086,0.000342,0.008796,0.069592,0.153609,0.292927,0.011267,WWW
80,51554,0.000104,0.000276,0.005507,0.257216,0.008024,5.957221,0.981902,WWW
80,49263,0.000002,0.000289,0.004009,0.639649,0.010045,18.740703,9.638166,WWW
80,48814,0.000037,0.000151,0.004089,0.281235,0.00945,4.00699,0.537132,WWW
80,48857,0.000104,0.000218,0.003798,0.226853,0.005858,2.416162,0.329866,WWW
80,49315,0.000001,0.000184,0.001398,0.056567,0.104772,0.250054,0.00787,WWW
80,41651,0.000159,0.000303,0.002086,0.032233,0.003221,0.158638,0.004215,WWW
80,56795,0.000185,0.000284,0.002355,0.069418,0.152851,0.233352,0.008064,WWW
80,47544,0.000168,0.000321,0.001684,0.03333,0.013673,0.154865,0.004098,WWW
80,49515,0.000001,0.000117,0.000158,0.229902,0.005776,8.413636,1.460299,WWW
80,49993,0.000185,0.000368,0.00138,0.069342,0.154976,0.199935,0.007155,WWW
80,45207,0.000066,0.000242,0.002208,0.069035,0.152846,0.261669,0.009401,WWW
80,40425,0.000001,0.000277,0.001287,0.059087,0.085423,0.308709,0.011071,WWW
80,2608,0.000015,0.000235,0.002737,0.113684,0.071756,1.017124,0.083908,WWW
80,51941,0.000104,0.000269,0.004663,1.410383,0.016352,35.253328,39.207606,WWW
80,56232,0.00018,0.000296,0.001379,0.076931,0.18191,0.194066,0.00863,WWW
80,2641,0.000175,0.001052,0.006107,0.147292,0.145922,1.012201,0.109014,WWW
80,56772,0.000015,0.000219,0.001529,0.069137,0.154365,0.175758,0.006723,WWW
80,44770,0.000199,0.000533,0.001842,0.033188,0.004797,0.159091,0.004382,WWW
80,46123,0.000001,0.00016,0.000664,0.727963,0.005677,55.535879,37.59076,WWW
80,47817,0.000092,0.00021,0.011984,2.29629,0.901297,37.682507,63.574574,WWW
80,45727,0.000094,0.000565,0.001873,0.032133,0.002601,0.157188,0.00421,WWW
80,59842,0,0.000119,0.001779,0.057148,0.15313,0.159578,0.006158,WWW
80,24767,0.000001,0.000321,0.001001,0.129264,0.100487,1.42857,0.102664,WWW
80,49534,0.000001,0.000171,0.015394,0.824382,0.119037,6.774467,4.218087,WWW
80,39661,0.000167,0.000246,0.002341,0.035891,0.004966,0.174688,0.005164,WWW
80,42247,0.000182,0.000244,0.00144,0.07141,0.164384,0.238639,0.008931,WWW
80,50742,0.000033,0.000303,0.003966,1.202292,0.007387,30.524346,28.975933,WWW
80,35315,0.000001,0.000144,0.000551,0.031599,0.001369,0.15645,0.004294,WWW
80,45407,0.000001,0.000214,0.003794,0.05733,0.146235,0.172968,0.006099,WWW
80,37197,0.000104,0.000571,0.002529,0.034732,0.006911,0.166529,0.004663,WWW
80,51425,0.000124,0.000504,0.009034,1.305217,0.324804,17.432555,17.205031,WWW
80,41768,0.00018,0.000342,0.001765,0.069353,0.156605,0.186014,0.006879,WWW
80,53590,0.000214,0.000347,0.001353,0.069441,0.155029,0.305488,0.01243,WWW
80,49010,0.000001,0.00033,0.004773,0.664442,0.731784,11.646322,4.142437,WWW
80,46719,0.000081,0.000163,0.005748,0.674616,0.013995,22.382312,12.788012,WWW
80,56517,0.000127,0.000278,0.001411,0.06866,0.153257,0.176513,0.006648,WWW
80,1436,0.000158,0.000283,0.00482,0.0519,0.012776,0.311536,0.012012,WWW
80,50570,0.000038,0.00035,0.004362,1.691635,0.044891,31.771535,47.818544,WWW
80,48605,0.000097,0.000192,0.000467,0.121001,0.006758,1.708874,0.158764,WWW
80,49332,0.000097,0.000224,0.00338,0.473591,0.00903,16.449731,6.466704,WWW
80,42801,0.000229,0.000407,0.00144,0.072576,0.165029,0.174964,0.007352,WWW
80,49514,0.000001,0.00012,0.000166,0.231275,0.000575,27.929486,5.024176,WWW
80,53398,0.000208,0.000401,0.001488,0.069385,0.153466,0.175567,0.006727,WWW
80,37503,0.000232,0.000606,0.001892,0.069195,0.153405,0.217133,0.007553,WWW
80,22853,0.000001,0.000334,0.005293,0.261535,0.295004,2.394473,0.4278,WWW
80,42938,0,0.000164,0.001031,0.031954,0.043676,0.161456,0.003255,WWW
80,46124,0.000026,0.000167,0.004259,1.14217,0.010126,52.214873,55.551062,WWW
80,49517,0.000001,0.000109,0.00015,0.255438,0.000474,27.94516,5.785735,WWW
80,39423,0.000185,0.000325,0.001498,0.069702,0.154791,0.171102,0.006775,WWW
80,52303,0.000001,0.000191,0.004554,0.710141,0.013578,24.266987,12.137029,WWW
80,55716,0.000191,0.000555,0.001916,0.069167,0.153205,0.271897,0.009968,WWW
80,51881,0.000107,0.000228,0.00751,2.0764,0.051073,51.474051,101.546751,WWW
80,46122,0.00009,0.000276,0.004299,1.485228,0.017915,50.086585,69.517296,WWW
80,48520,0.000064,0.000217,0.003284,0.153821,0.007712,1.771995,0.222772,WWW
80,15378,0.000001,0.000029,0.00012,0.025408,0.000401,0.224344,0.004405,WWW
80,41193,0.000195,0.0003,0.0015,0.069762,0.153261,0.306324,0.012289,WWW
80,37460,0.000198,0.001335,0.001627,0.069531,0.153871,0.189366,0.006916,WWW
80,1581,0.000001,0.000233,0.001284,0.063902,0.050939,1.01373,0.038176,WWW
80,52281,0.000106,0.000319,0.004964,1.114555,0.033772,25.110504,20.963177,WWW
80,49037,0.00019,0.000443,0.00182,0.072857,0.1667,0.258032,0.009929,WWW
80,37591,0.00009,0.000223,0.001614,0.07032,0.158235,0.253278,0.009236,WWW
80,57235,0.000122,0.000243,0.001533,0.07295,0.170978,0.213254,0.008203,WWW
80,1491,0.000201,0.000432,0.00239,0.0587,0.02667,0.2822,0.012557,WWW
80,47641,0.000087,0.000175,0.000474,0.514754,0.008319,55.960268,26.299007,WWW
80,48884,0.000093,0.000161,0.003618,0.10158,0.006457,1.561526,0.122216,WWW
80,26400,0.000002,0.000383,0.00102,0.026705,0.002292,0.157717,0.003573,WWW
80,53869,0.000216,0.001624,0.002689,0.073174,0.15371,0.321251,0.012874,WWW
80,40751,0.000094,0.000581,0.002545,0.039765,0.004881,0.192613,0.00634,WWW
80,37295,0.000038,0.000569,0.001847,0.034038,0.002598,0.164975,0.004748,WWW
80,51200,0.0001,0.000418,0.003689,0.990875,0.007921,21.077476,17.03228,WWW
80,47816,0.000116,0.000181,0.007375,2.15356,0.882617,37.683003,60.984593,WWW
80,49543,0.000001,0.00015,0.000432,0.188362,0.049194,18.652776,2.382709,WWW
80,51450,0.000042,0.000361,0.005393,1.197223,0.293676,13.440907,11.622726,WWW
80,53333,0.000196,0.00059,0.00143,0.069278,0.152772,0.181467,0.006793,WWW
80,47364,0.000001,0.000164,0.001202,0.057808,0.141184,0.194901,0.006556,WWW
80,55846,0.000187,0.00021,0.002705,0.0728,0.169133,0.187173,0.007543,WWW
80,45303,0.000182,0.000252,0.001332,0.068903,0.155679,0.188295,0.006877,WWW
80,49507,0.000001,0.000121,0.000178,0.161738,0.011615,35.299639,4.526937,WWW
80,47538,0.000052,0.000276,0.002556,0.037032,0.004975,0.178685,0.005488,WWW
80,50267,0.000113,0.000485,0.004546,1.570763,0.02087,34.076364,40.618023,WWW
80,45267,0.000182,0.001518,0.017976,0.071876,0.153644,0.202086,0.006913,WWW
80,43725,0.000001,0.000191,0.001639,0.058178,0.136424,0.204474,0.006739,WWW
80,33980,0.000103,0.000257,0.001546,0.072179,0.163603,0.297677,0.012249,WWW
80,48913,0.00008,0.000227,0.004576,0.069128,0.153819,0.172402,0.00656,WWW
80,53382,0.000196,0.000289,0.002254,0.077177,0.164789,0.327111,0.013873,WWW
80,3481,0.000286,0.000797,0.002763,0.147655,0.145751,1.018087,0.110395,WWW
80,2580,0.000162,0.000304,0.005684,0.147053,0.146056,1.010436,0.108668,WWW
80,38705,0,0.000112,0.000117,0.007779,0.000471,0.149798,0.001,WWW
80,46097,0.000056,0.000391,0.000529,0.317215,0.006168,23.030966,5.124865,WWW
80,52558,0.000056,0.000239,0.001428,0.075044,0.181955,0.253794,0.010408,WWW
80,61682,0.000013,0.000294,0.000801,0.025027,0.001375,0.144616,0.00301,WWW
80,40952,0.000219,0.000263,0.001616,0.085482,0.176331,0.337128,0.014666,WWW
80,20651,0.000189,0.000344,0.002774,0.107146,0.226858,0.438428,0.026349,WWW
80,46175,0.000098,0.000435,0.005755,1.455804,0.014405,35.862115,41.887661,WWW
80,49048,0.000002,0.000353,0.004235,0.533814,0.031452,13.697506,5.230643,WWW
80,60251,0.000119,0.000544,0.001882,0.040205,0.006958,0.193195,0.006463,WWW
80,59520,0.000233,0.000265,0.002146,0.071178,0.153697,0.293055,0.011156,WWW
80,40704,0.000363,0.014989,0.048526,0.387136,0.144722,2.13991,0.52443,WWW
80,47815,0.00008,0.000187,0.00532,2.204485,0.665553,37.683069,63.812121,WWW
80,46336,0.000107,0.00021,0.004348,1.075623,0.010671,22.638154,19.714552,WWW
80,10709,0.000161,0.000492,0.002158,0.063883,0.008969,0.284322,0.014995,WWW
80,49620,0.000191,0.000303,0.002386,0.069011,0.154448,0.287496,0.011019,WWW
80,1489,0.000159,0.000603,0.002098,0.089147,0.074805,0.506593,0.02852,WWW
80,51201,0.000105,0.00028,0.004014,0.957071,0.014758,21.561342,16.706606,WWW
80,51293,0.000103,0.000395,0.004038,0.952973,0.016293,25.695219,18.71381,WWW
80,46098,0.000047,0.000159,0.00047,0.210862,0.007121,10.652679,1.803905,WWW
80,58689,0.00017,0.000281,0.00222,0.069096,0.154481,0.231379,0.008071,WWW
80,49512,0,0.000113,0.000161,0.068918,0.000554,5.96261,0.229533,WWW
80,38267,0.000001,0.000049,0.000101,0.008479,0.000388,0.19228,0.001227,WWW
80,4611,0.000173,0.000309,0.004708,0.146806,0.145949,1.01295,0.109366,WWW
80,51367,0.000001,0.000167,0.004591,1.009664,0.039055,29.274425,27.535945,WWW
80,48511,0.000027,0.00015,0.003947,0.197948,0.009289,1.773515,0.272536,WWW
80,51541,0.000105,0.000434,0.003827,0.233385,0.031083,4.725894,0.709966,WWW
80,50569,0.000031,0.000255,0.004057,1.657153,0.02852,40.625629,60.901675,WWW
80,49030,0.000001,0.000257,0.004416,0.515897,0.009807,12.209134,4.299616,WWW
80,58707,0.000052,0.000287,0.001871,0.069184,0.156746,0.170355,0.006675,WWW
80,52333,0.000032,0.000338,0.004014,0.927642,0.008456,18.760003,10.766623,WWW
80,14994,0.000203,0.001521,0.03296,0.145168,0.144698,0.669157,0.04941,WWW
80,45422,0.000194,0.000252,0.007197,0.069538,0.148018,0.236602,0.007966,WWW
80,52223,0.0001,0.000315,0.00388,0.585034,0.039933,8.09714,2.446124,WWW
80,44184,0,0.000187,0.00057,0.031643,0.001633,0.158691,0.004289,WWW
80,46116,0.000102,0.000295,0.00445,1.697135,0.041149,50.300807,81.398071,WWW
80,52387,0.000026,0.000352,0.004804,0.714664,0.020644,13.525384,5.568347,WWW
80,51700,0.000104,0.000325,0.005332,0.36104,0.012058,10.454806,2.668242,WWW
80,49697,0.00009,0.000229,0.001515,0.07126,0.16317,0.176009,0.007146,WWW
80,49011,0.000001,0.000359,0.003479,0.297203,0.023547,3.412972,0.442792,WWW
80,4142,0.00005,0.000122,0.000534,0.060894,0.050101,1.010514,0.03461,WWW
